Product,Channel,sales_date,sales
Product B,Channel 2,7/2/19,1325
Product B,Channel 2,7/3/19,1309
Product B,Channel 2,7/4/19,1267
Product B,Channel 2,7/5/19,1381
Product B,Channel 2,7/6/19,275
Product B,Channel 2,7/7/19,129
Product B,Channel 2,7/8/19,1261
Product B,Channel 2,7/9/19,1423
Product B,Channel 2,7/10/19,1364
Product B,Channel 2,7/11/19,1378
Product B,Channel 2,7/12/19,1487
Product B,Channel 2,7/13/19,273
Product B,Channel 2,7/14/19,141
Product B,Channel 2,7/15/19,1400
Product B,Channel 2,7/16/19,1414
Product B,Channel 2,7/17/19,1398
Product B,Channel 2,7/18/19,1513
Product B,Channel 2,7/19/19,1424
Product B,Channel 2,7/20/19,284
Product B,Channel 2,7/21/19,134
Product B,Channel 2,7/22/19,1456
Product B,Channel 2,7/23/19,1538
Product B,Channel 2,7/24/19,1384
Product B,Channel 2,7/25/19,1456
Product B,Channel 2,7/26/19,1468
Product B,Channel 2,7/27/19,272
Product B,Channel 2,7/28/19,150
Product B,Channel 2,7/29/19,1435
Product B,Channel 2,7/30/19,1246
Product B,Channel 2,7/31/19,1359
Product B,Channel 2,8/1/19,1454
Product B,Channel 2,8/2/19,1303
Product B,Channel 2,8/3/19,279
Product B,Channel 2,8/4/19,130
Product B,Channel 2,8/5/19,1286
Product B,Channel 2,8/6/19,1367
Product B,Channel 2,8/7/19,1337
Product B,Channel 2,8/8/19,1371
Product B,Channel 2,8/9/19,1336
Product B,Channel 2,8/10/19,258
Product B,Channel 2,8/11/19,139
Product B,Channel 2,8/12/19,1323
Product B,Channel 2,8/13/19,1435
Product B,Channel 2,8/14/19,1352
Product B,Channel 2,8/15/19,1449
Product B,Channel 2,8/16/19,1371
Product B,Channel 2,8/17/19,267
Product B,Channel 2,8/18/19,127
Product B,Channel 2,8/19/19,1289
Product B,Channel 2,8/20/19,1293
Product B,Channel 2,8/21/19,1318
Product B,Channel 2,8/22/19,1428
Product B,Channel 2,8/23/19,1454
Product B,Channel 2,8/24/19,293
Product B,Channel 2,8/25/19,146
Product B,Channel 2,8/26/19,1417
Product B,Channel 2,8/27/19,1384
Product B,Channel 2,8/28/19,1480
Product B,Channel 2,8/29/19,1422
Product B,Channel 2,8/30/19,1381
Product B,Channel 2,8/31/19,291
Product B,Channel 2,9/1/19,125
Product B,Channel 2,9/2/19,1298
Product B,Channel 2,9/3/19,1312
Product B,Channel 2,9/4/19,1248
Product B,Channel 2,9/5/19,1370
Product B,Channel 2,9/6/19,1275
Product B,Channel 2,9/7/19,267
Product B,Channel 2,9/8/19,136
Product B,Channel 2,9/9/19,1338
Product B,Channel 2,9/10/19,1359
Product B,Channel 2,9/11/19,1353
Product B,Channel 2,9/12/19,1343
Product B,Channel 2,9/13/19,1321
Product B,Channel 2,9/14/19,260
Product B,Channel 2,9/15/19,131
Product B,Channel 2,9/16/19,1257
Product B,Channel 2,9/17/19,1348
Product B,Channel 2,9/18/19,1393
Product B,Channel 2,9/19/19,1375
Product B,Channel 2,9/20/19,1383
Product B,Channel 2,9/21/19,236
Product B,Channel 2,9/22/19,127
Product B,Channel 2,9/23/19,1326
Product B,Channel 2,9/24/19,1277
Product B,Channel 2,9/25/19,1405
Product B,Channel 2,9/26/19,1398
Product B,Channel 2,9/27/19,1308
Product B,Channel 2,9/28/19,272
Product B,Channel 2,9/29/19,134
Product B,Channel 2,9/30/19,1305
Product B,Channel 2,10/1/19,2102
Product B,Channel 2,10/2/19,1943
Product B,Channel 2,10/3/19,2180
Product B,Channel 2,10/4/19,2155
Product B,Channel 2,10/5/19,438
Product B,Channel 2,10/6/19,201
Product B,Channel 2,10/7/19,1996
Product B,Channel 2,10/8/19,2032
Product B,Channel 2,10/9/19,2089
Product B,Channel 2,10/10/19,2124
Product B,Channel 2,10/11/19,2147
Product B,Channel 2,10/12/19,439
Product B,Channel 2,10/13/19,221
Product B,Channel 2,10/14/19,2107
Product B,Channel 2,10/15/19,2124
Product B,Channel 2,10/16/19,2048
Product B,Channel 2,10/17/19,2147
Product B,Channel 2,10/18/19,2057
Product B,Channel 2,10/19/19,440
Product B,Channel 2,10/20/19,218
Product B,Channel 2,10/21/19,2212
Product B,Channel 2,10/22/19,2202
Product B,Channel 2,10/23/19,2253
Product B,Channel 2,10/24/19,2218
Product B,Channel 2,10/25/19,2198
Product B,Channel 2,10/26/19,403
Product B,Channel 2,10/27/19,218
Product B,Channel 2,10/28/19,2215
Product B,Channel 2,10/29/19,2237
Product B,Channel 2,10/30/19,2237
Product B,Channel 2,10/31/19,2313
Product B,Channel 2,11/1/19,3810
Product B,Channel 2,11/2/19,717
Product B,Channel 2,11/3/19,351
Product B,Channel 2,11/4/19,3830
Product B,Channel 2,11/5/19,3665
Product B,Channel 2,11/6/19,3916
Product B,Channel 2,11/7/19,3825
Product B,Channel 2,11/8/19,3841
Product B,Channel 2,11/9/19,729
Product B,Channel 2,11/10/19,379
Product B,Channel 2,11/11/19,3452
Product B,Channel 2,11/12/19,3686
Product B,Channel 2,11/13/19,3758
Product B,Channel 2,11/14/19,3993
Product B,Channel 2,11/15/19,3371
Product B,Channel 2,11/16/19,726
Product B,Channel 2,11/17/19,383
Product B,Channel 2,11/18/19,3760
Product B,Channel 2,11/19/19,3905
Product B,Channel 2,11/20/19,3773
Product B,Channel 2,11/21/19,3840
Product B,Channel 2,11/22/19,3684
Product B,Channel 2,11/23/19,757
Product B,Channel 2,11/24/19,384
Product B,Channel 2,11/25/19,3876
Product B,Channel 2,11/26/19,3939
Product B,Channel 2,11/27/19,4240
Product B,Channel 2,11/28/19,4147
Product B,Channel 2,11/29/19,3859
Product B,Channel 2,11/30/19,791
Product B,Channel 2,12/1/19,310
Product B,Channel 2,12/2/19,3192
Product B,Channel 2,12/3/19,3089
Product B,Channel 2,12/4/19,3240
Product B,Channel 2,12/5/19,3265
Product B,Channel 2,12/6/19,3256
Product B,Channel 2,12/7/19,679
Product B,Channel 2,12/8/19,303
Product B,Channel 2,12/9/19,3073
Product B,Channel 2,12/10/19,3390
Product B,Channel 2,12/11/19,3315
Product B,Channel 2,12/12/19,3266
Product B,Channel 2,12/13/19,3311
Product B,Channel 2,12/14/19,663
Product B,Channel 2,12/15/19,325
Product B,Channel 2,12/16/19,3259
Product B,Channel 2,12/17/19,3274
Product B,Channel 2,12/18/19,3373
Product B,Channel 2,12/19/19,3401
Product B,Channel 2,12/20/19,3381
Product B,Channel 2,12/21/19,655
Product B,Channel 2,12/22/19,300
Product B,Channel 2,12/23/19,3284
Product B,Channel 2,12/24/19,3181
Product B,Channel 2,12/25/19,3413
Product B,Channel 2,12/26/19,3230
Product B,Channel 2,12/27/19,3438
Product B,Channel 2,12/28/19,630
Product B,Channel 2,12/29/19,321
Product B,Channel 2,12/30/19,3032
Product B,Channel 2,12/31/19,3179
Product B,Channel 2,1/1/20,1061
Product B,Channel 2,1/2/20,1122
Product B,Channel 2,1/3/20,1122
Product B,Channel 2,1/4/20,215
Product B,Channel 2,1/5/20,111
Product B,Channel 2,1/6/20,1097
Product B,Channel 2,1/7/20,1154
Product B,Channel 2,1/8/20,1162
Product B,Channel 2,1/9/20,1107
Product B,Channel 2,1/10/20,1102
Product B,Channel 2,1/11/20,222
Product B,Channel 2,1/12/20,109
Product B,Channel 2,1/13/20,1102
Product B,Channel 2,1/14/20,1090
Product B,Channel 2,1/15/20,1131
Product B,Channel 2,1/16/20,1134
Product B,Channel 2,1/17/20,1126
Product B,Channel 2,1/18/20,223
Product B,Channel 2,1/19/20,111
Product B,Channel 2,1/20/20,1180
Product B,Channel 2,1/21/20,1190
Product B,Channel 2,1/22/20,1109
Product B,Channel 2,1/23/20,1122
Product B,Channel 2,1/24/20,1116
Product B,Channel 2,1/25/20,232
Product B,Channel 2,1/26/20,114
Product B,Channel 2,1/27/20,1106
Product B,Channel 2,1/28/20,1194
Product B,Channel 2,1/29/20,1063
Product B,Channel 2,1/30/20,1203
Product B,Channel 2,1/31/20,1138
Product B,Channel 2,2/1/20,267
Product B,Channel 2,2/2/20,129
Product B,Channel 2,2/3/20,1251
Product B,Channel 2,2/4/20,1335
Product B,Channel 2,2/5/20,1287
Product B,Channel 2,2/6/20,1320
Product B,Channel 2,2/7/20,1272
Product B,Channel 2,2/8/20,253
Product B,Channel 2,2/9/20,128
Product B,Channel 2,2/10/20,1240
Product B,Channel 2,2/11/20,1357
Product B,Channel 2,2/12/20,1335
Product B,Channel 2,2/13/20,1377
Product B,Channel 2,2/14/20,1394
Product B,Channel 2,2/15/20,242
Product B,Channel 2,2/16/20,128
Product B,Channel 2,2/17/20,1436
Product B,Channel 2,2/18/20,1443
Product B,Channel 2,2/19/20,1381
Product B,Channel 2,2/20/20,1412
Product B,Channel 2,2/21/20,1446
Product B,Channel 2,2/22/20,269
Product B,Channel 2,2/23/20,137
Product B,Channel 2,2/24/20,1389
Product B,Channel 2,2/25/20,1395
Product B,Channel 2,2/26/20,1381
Product B,Channel 2,2/27/20,1424
Product B,Channel 2,2/28/20,1334
Product B,Channel 2,2/29/20,270
Product B,Channel 2,3/1/20,158
Product B,Channel 2,3/2/20,1526
Product B,Channel 2,3/3/20,1417
Product B,Channel 2,3/4/20,1580
Product B,Channel 2,3/5/20,1625
Product B,Channel 2,3/6/20,1580
Product B,Channel 2,3/7/20,279
Product B,Channel 2,3/8/20,156
Product B,Channel 2,3/9/20,1598
Product B,Channel 2,3/10/20,1473
Product B,Channel 2,3/11/20,1553
Product B,Channel 2,3/12/20,1543
Product B,Channel 2,3/13/20,1550
Product B,Channel 2,3/14/20,293
Product B,Channel 2,3/15/20,155
Product B,Channel 2,3/16/20,1557
Product B,Channel 2,3/17/20,1479
Product B,Channel 2,3/18/20,1595
Product B,Channel 2,3/19/20,1669
Product B,Channel 2,3/20/20,1505
Product B,Channel 2,3/21/20,306
Product B,Channel 2,3/22/20,151
Product B,Channel 2,3/23/20,1597
Product B,Channel 2,3/24/20,1549
Product B,Channel 2,3/25/20,1640
Product B,Channel 2,3/26/20,1590
Product B,Channel 2,3/27/20,1634
Product B,Channel 2,3/28/20,309
Product B,Channel 2,3/29/20,154
Product B,Channel 2,3/30/20,1591
Product B,Channel 2,3/31/20,1683
Product B,Channel 2,4/1/20,1799
Product B,Channel 2,4/2/20,1879
Product B,Channel 2,4/3/20,1695
Product B,Channel 2,4/4/20,362
Product B,Channel 2,4/5/20,182
Product B,Channel 2,4/6/20,1765
Product B,Channel 2,4/7/20,1836
Product B,Channel 2,4/8/20,1739
Product B,Channel 2,4/9/20,1866
Product B,Channel 2,4/10/20,1697
Product B,Channel 2,4/11/20,329
Product B,Channel 2,4/12/20,165
Product B,Channel 2,4/13/20,1695
Product B,Channel 2,4/14/20,1850
Product B,Channel 2,4/15/20,1732
Product B,Channel 2,4/16/20,1794
Product B,Channel 2,4/17/20,1869
Product B,Channel 2,4/18/20,378
Product B,Channel 2,4/19/20,177
Product B,Channel 2,4/20/20,1859
Product B,Channel 2,4/21/20,1866
Product B,Channel 2,4/22/20,1859
Product B,Channel 2,4/23/20,1865
Product B,Channel 2,4/24/20,1858
Product B,Channel 2,4/25/20,365
Product B,Channel 2,4/26/20,177
Product B,Channel 2,4/27/20,1935
Product B,Channel 2,4/28/20,1888
Product B,Channel 2,4/29/20,1949
Product B,Channel 2,4/30/20,1968
Product B,Channel 2,5/1/20,1958
Product B,Channel 2,5/2/20,391
Product B,Channel 2,5/3/20,188
Product B,Channel 2,5/4/20,1993
Product B,Channel 2,5/5/20,1975
Product B,Channel 2,5/6/20,1949
Product B,Channel 2,5/7/20,2057
Product B,Channel 2,5/8/20,1906
Product B,Channel 2,5/9/20,412
Product B,Channel 2,5/10/20,205
Product B,Channel 2,5/11/20,2006
Product B,Channel 2,5/12/20,2038
Product B,Channel 2,5/13/20,2110
Product B,Channel 2,5/14/20,2168
Product B,Channel 2,5/15/20,2043
Product B,Channel 2,5/16/20,407
Product B,Channel 2,5/17/20,209
Product B,Channel 2,5/18/20,2026
Product B,Channel 2,5/19/20,2064
Product B,Channel 2,5/20/20,2067
Product B,Channel 2,5/21/20,1989
Product B,Channel 2,5/22/20,1980
Product B,Channel 2,5/23/20,444
Product B,Channel 2,5/24/20,197
Product B,Channel 2,5/25/20,2071
Product B,Channel 2,5/26/20,2007
Product B,Channel 2,5/27/20,2207
Product B,Channel 2,5/28/20,2066
Product B,Channel 2,5/29/20,2054
Product B,Channel 2,5/30/20,403
Product B,Channel 2,5/31/20,209
Product B,Channel 2,6/1/20,2328
Product B,Channel 2,6/2/20,2279
Product B,Channel 2,6/3/20,2420
Product B,Channel 2,6/4/20,2375
Product B,Channel 2,6/5/20,2380
Product B,Channel 2,6/6/20,425
Product B,Channel 2,6/7/20,234
Product B,Channel 2,6/8/20,2120
Product B,Channel 2,6/9/20,2183
Product B,Channel 2,6/10/20,2325
Product B,Channel 2,6/11/20,2379
Product B,Channel 2,6/12/20,2344
Product B,Channel 2,6/13/20,484
Product B,Channel 2,6/14/20,233
Product B,Channel 2,6/15/20,2276
Product B,Channel 2,6/16/20,2390
Product B,Channel 2,6/17/20,2347
Product B,Channel 2,6/18/20,2362
Product B,Channel 2,6/19/20,2376
Product B,Channel 2,6/20/20,433
Product B,Channel 2,6/21/20,231
Product B,Channel 2,6/22/20,2305
Product B,Channel 2,6/23/20,2393
Product B,Channel 2,6/24/20,2508
Product B,Channel 2,6/25/20,2358
Product B,Channel 2,6/26/20,2448
Product B,Channel 2,6/27/20,486
Product B,Channel 2,6/28/20,221
Product B,Channel 2,6/29/20,2269
Product B,Channel 2,6/30/20,2441
Product B,Channel 2,7/1/20,2267
Product B,Channel 2,7/2/20,2204
Product B,Channel 2,7/3/20,2033
Product B,Channel 2,7/4/20,427
Product B,Channel 2,7/5/20,219
Product B,Channel 2,7/6/20,2213
Product B,Channel 2,7/7/20,2164
Product B,Channel 2,7/8/20,2267
Product B,Channel 2,7/9/20,2182
Product B,Channel 2,7/10/20,2207
Product B,Channel 2,7/11/20,469
Product B,Channel 2,7/12/20,210
Product B,Channel 2,7/13/20,2344
Product B,Channel 2,7/14/20,2280
Product B,Channel 2,7/15/20,2148
Product B,Channel 2,7/16/20,2351
Product B,Channel 2,7/17/20,2323
Product B,Channel 2,7/18/20,447
Product B,Channel 2,7/19/20,220
Product B,Channel 2,7/20/20,2214
Product B,Channel 2,7/21/20,2221
Product B,Channel 2,7/22/20,2248
Product B,Channel 2,7/23/20,2333
Product B,Channel 2,7/24/20,2176
Product B,Channel 2,7/25/20,433
Product B,Channel 2,7/26/20,231
Product B,Channel 2,7/27/20,2293
Product B,Channel 2,7/28/20,2352
Product B,Channel 2,7/29/20,2270
Product B,Channel 2,7/30/20,2430
Product B,Channel 2,7/31/20,2110
Product B,Channel 2,8/1/20,396
Product B,Channel 2,8/2/20,216
Product B,Channel 2,8/3/20,2043
Product B,Channel 2,8/4/20,2202
Product B,Channel 2,8/5/20,2114
Product B,Channel 2,8/6/20,2112
Product B,Channel 2,8/7/20,2108
Product B,Channel 2,8/8/20,398
Product B,Channel 2,8/9/20,207
Product B,Channel 2,8/10/20,2163
Product B,Channel 2,8/11/20,2163
Product B,Channel 2,8/12/20,1990
Product B,Channel 2,8/13/20,2123
Product B,Channel 2,8/14/20,2119
Product B,Channel 2,8/15/20,422
Product B,Channel 2,8/16/20,205
Product B,Channel 2,8/17/20,2088
Product B,Channel 2,8/18/20,2191
Product B,Channel 2,8/19/20,2164
Product B,Channel 2,8/20/20,2062
Product B,Channel 2,8/21/20,2093
Product B,Channel 2,8/22/20,432
Product B,Channel 2,8/23/20,212
Product B,Channel 2,8/24/20,2065
Product B,Channel 2,8/25/20,2159
Product B,Channel 2,8/26/20,2101
Product B,Channel 2,8/27/20,2046
Product B,Channel 2,8/28/20,2039
Product B,Channel 2,8/29/20,423
Product B,Channel 2,8/30/20,200
Product B,Channel 2,8/31/20,2237
Product B,Channel 2,9/1/20,1890
Product B,Channel 2,9/2/20,2077
Product B,Channel 2,9/3/20,1970
Product B,Channel 2,9/4/20,1860
Product B,Channel 2,9/5/20,381
Product B,Channel 2,9/6/20,202
Product B,Channel 2,9/7/20,1972
Product B,Channel 2,9/8/20,2065
Product B,Channel 2,9/9/20,1942
Product B,Channel 2,9/10/20,2116
Product B,Channel 2,9/11/20,2072
Product B,Channel 2,9/12/20,404
Product B,Channel 2,9/13/20,198
Product B,Channel 2,9/14/20,2024
Product B,Channel 2,9/15/20,2001
Product B,Channel 2,9/16/20,2014
Product B,Channel 2,9/17/20,2069
Product B,Channel 2,9/18/20,2045
Product B,Channel 2,9/19/20,399
Product B,Channel 2,9/20/20,194
Product B,Channel 2,9/21/20,2134
Product B,Channel 2,9/22/20,2033
Product B,Channel 2,9/23/20,2091
Product B,Channel 2,9/24/20,2119
Product B,Channel 2,9/25/20,1968
Product B,Channel 2,9/26/20,412
Product B,Channel 2,9/27/20,194
Product B,Channel 2,9/28/20,2070
Product B,Channel 2,9/29/20,2101
Product B,Channel 2,9/30/20,1924
Product B,Channel 2,10/1/20,3210
Product B,Channel 2,10/2/20,3069
Product B,Channel 2,10/3/20,632
Product B,Channel 2,10/4/20,286
Product B,Channel 2,10/5/20,3053
Product B,Channel 2,10/6/20,3080
Product B,Channel 2,10/7/20,3217
Product B,Channel 2,10/8/20,3117
Product B,Channel 2,10/9/20,3177
Product B,Channel 2,10/10/20,631
Product B,Channel 2,10/11/20,300
Product B,Channel 2,10/12/20,2689
Product B,Channel 2,10/13/20,3082
Product B,Channel 2,10/14/20,3158
Product B,Channel 2,10/15/20,3148
Product B,Channel 2,10/16/20,3034
Product B,Channel 2,10/17/20,630
Product B,Channel 2,10/18/20,310
Product B,Channel 2,10/19/20,3151
Product B,Channel 2,10/20/20,3244
Product B,Channel 2,10/21/20,3270
Product B,Channel 2,10/22/20,3301
Product B,Channel 2,10/23/20,3158
Product B,Channel 2,10/24/20,598
Product B,Channel 2,10/25/20,315
Product B,Channel 2,10/26/20,3113
Product B,Channel 2,10/27/20,2979
Product B,Channel 2,10/28/20,3135
Product B,Channel 2,10/29/20,3548
Product B,Channel 2,10/30/20,3168
Product B,Channel 2,10/31/20,663
Product B,Channel 2,11/1/20,518
Product B,Channel 2,11/2/20,5222
Product B,Channel 2,11/3/20,5498
Product B,Channel 2,11/4/20,4743
Product B,Channel 2,11/5/20,5246
Product B,Channel 2,11/6/20,5255
Product B,Channel 2,11/7/20,1029
Product B,Channel 2,11/8/20,550
Product B,Channel 2,11/9/20,5461
Product B,Channel 2,11/10/20,5492
Product B,Channel 2,11/11/20,5287
Product B,Channel 2,11/12/20,5387
Product B,Channel 2,11/13/20,5246
Product B,Channel 2,11/14/20,964
Product B,Channel 2,11/15/20,502
Product B,Channel 2,11/16/20,5434
Product B,Channel 2,11/17/20,5363
Product B,Channel 2,11/18/20,5507
Product B,Channel 2,11/19/20,5733
Product B,Channel 2,11/20/20,5651
Product B,Channel 2,11/21/20,1099
Product B,Channel 2,11/22/20,522
Product B,Channel 2,11/23/20,5632
Product B,Channel 2,11/24/20,5213
Product B,Channel 2,11/25/20,5597
Product B,Channel 2,11/26/20,5733
Product B,Channel 2,11/27/20,5460
Product B,Channel 2,11/28/20,1027
Product B,Channel 2,11/29/20,544
Product B,Channel 2,11/30/20,5441
Product B,Channel 2,12/1/20,4040
Product B,Channel 2,12/2/20,4309
Product B,Channel 2,12/3/20,4640
Product B,Channel 2,12/4/20,4583
Product B,Channel 2,12/5/20,884
Product B,Channel 2,12/6/20,433
Product B,Channel 2,12/7/20,4565
Product B,Channel 2,12/8/20,4401
Product B,Channel 2,12/9/20,4468
Product B,Channel 2,12/10/20,4620
Product B,Channel 2,12/11/20,4276
Product B,Channel 2,12/12/20,841
Product B,Channel 2,12/13/20,425
Product B,Channel 2,12/14/20,4441
Product B,Channel 2,12/15/20,4431
Product B,Channel 2,12/16/20,4611
Product B,Channel 2,12/17/20,4374
Product B,Channel 2,12/18/20,4181
Product B,Channel 2,12/19/20,850
Product B,Channel 2,12/20/20,425
Product B,Channel 2,12/21/20,4333
Product B,Channel 2,12/22/20,4227
Product B,Channel 2,12/23/20,4479
Product B,Channel 2,12/24/20,4265
Product B,Channel 2,12/25/20,4621
Product B,Channel 2,12/26/20,905
Product B,Channel 2,12/27/20,445
Product B,Channel 2,12/28/20,4355
Product B,Channel 2,12/29/20,4500
Product B,Channel 2,12/30/20,4744
Product B,Channel 2,12/31/20,4698
Product B,Channel 2,1/1/21,2533
Product B,Channel 2,1/2/21,541
Product B,Channel 2,1/3/21,274
Product B,Channel 2,1/4/21,2618
Product B,Channel 2,1/5/21,2679
Product B,Channel 2,1/6/21,2613
Product B,Channel 2,1/7/21,2864
Product B,Channel 2,1/8/21,2842
Product B,Channel 2,1/9/21,518
Product B,Channel 2,1/10/21,268
Product B,Channel 2,1/11/21,2872
Product B,Channel 2,1/12/21,2486
Product B,Channel 2,1/13/21,2729
Product B,Channel 2,1/14/21,2837
Product B,Channel 2,1/15/21,2774
Product B,Channel 2,1/16/21,560
Product B,Channel 2,1/17/21,262
Product B,Channel 2,1/18/21,2577
Product B,Channel 2,1/19/21,2863
Product B,Channel 2,1/20/21,2708
Product B,Channel 2,1/21/21,2849
Product B,Channel 2,1/22/21,2604
Product B,Channel 2,1/23/21,514
Product B,Channel 2,1/24/21,263
Product B,Channel 2,1/25/21,2886
Product B,Channel 2,1/26/21,2847
Product B,Channel 2,1/27/21,2875
Product B,Channel 2,1/28/21,2932
Product B,Channel 2,1/29/21,2736
Product B,Channel 2,1/30/21,566
Product B,Channel 2,1/31/21,291
Product B,Channel 2,2/1/21,3083
Product B,Channel 2,2/2/21,3361
Product B,Channel 2,2/3/21,3103
Product B,Channel 2,2/4/21,2954
Product B,Channel 2,2/5/21,3229
Product B,Channel 2,2/6/21,611
Product B,Channel 2,2/7/21,288
Product B,Channel 2,2/8/21,3146
Product B,Channel 2,2/9/21,3243
Product B,Channel 2,2/10/21,3076
Product B,Channel 2,2/11/21,3172
Product B,Channel 2,2/12/21,3232
Product B,Channel 2,2/13/21,646
Product B,Channel 2,2/14/21,297
Product B,Channel 2,2/15/21,3190
Product B,Channel 2,2/16/21,3373
Product B,Channel 2,2/17/21,3200
Product B,Channel 2,2/18/21,3314
Product B,Channel 2,2/19/21,3326
Product B,Channel 2,2/20/21,630
Product B,Channel 2,2/21/21,318
Product B,Channel 2,2/22/21,3230
Product B,Channel 2,2/23/21,3211
Product B,Channel 2,2/24/21,3284
Product B,Channel 2,2/25/21,3390
Product B,Channel 2,2/26/21,3109
Product B,Channel 2,2/27/21,632
Product B,Channel 2,2/28/21,325
Product B,Channel 2,3/1/21,3685
Product B,Channel 2,3/2/21,3611
Product B,Channel 2,3/3/21,3578
Product B,Channel 2,3/4/21,3708
Product B,Channel 2,3/5/21,3669
Product B,Channel 2,3/6/21,725
Product B,Channel 2,3/7/21,366
Product B,Channel 2,3/8/21,3766
Product B,Channel 2,3/9/21,3716
Product B,Channel 2,3/10/21,3622
Product B,Channel 2,3/11/21,3739
Product B,Channel 2,3/12/21,3572
Product B,Channel 2,3/13/21,724
Product B,Channel 2,3/14/21,381
Product B,Channel 2,3/15/21,3658
Product B,Channel 2,3/16/21,3738
Product B,Channel 2,3/17/21,3766
Product B,Channel 2,3/18/21,3677
Product B,Channel 2,3/19/21,3701
Product B,Channel 2,3/20/21,690
Product B,Channel 2,3/21/21,376
Product B,Channel 2,3/22/21,3639
Product B,Channel 2,3/23/21,3720
Product B,Channel 2,3/24/21,3701
Product B,Channel 2,3/25/21,3671
Product B,Channel 2,3/26/21,3671
Product B,Channel 2,3/27/21,698
Product B,Channel 2,3/28/21,364
Product B,Channel 2,3/29/21,3434
Product B,Channel 2,3/30/21,3737
Product B,Channel 2,3/31/21,3786
Product B,Channel 2,4/1/21,4118
Product B,Channel 2,4/2/21,4211
Product B,Channel 2,4/3/21,801
Product B,Channel 2,4/4/21,385
Product B,Channel 2,4/5/21,3934
Product B,Channel 2,4/6/21,4184
Product B,Channel 2,4/7/21,3967
Product B,Channel 2,4/8/21,4216
Product B,Channel 2,4/9/21,4230
Product B,Channel 2,4/10/21,884
Product B,Channel 2,4/11/21,390
Product B,Channel 2,4/12/21,4085
Product B,Channel 2,4/13/21,4289
Product B,Channel 2,4/14/21,4253
Product B,Channel 2,4/15/21,4448
Product B,Channel 2,4/16/21,4148
Product B,Channel 2,4/17/21,825
Product B,Channel 2,4/18/21,417
Product B,Channel 2,4/19/21,4270
Product B,Channel 2,4/20/21,4093
Product B,Channel 2,4/21/21,4169
Product B,Channel 2,4/22/21,3975
Product B,Channel 2,4/23/21,4179
Product B,Channel 2,4/24/21,844
Product B,Channel 2,4/25/21,439
Product B,Channel 2,4/26/21,4327
Product B,Channel 2,4/27/21,4326
Product B,Channel 2,4/28/21,3987
Product B,Channel 2,4/29/21,4160
Product B,Channel 2,4/30/21,4362
Product B,Channel 2,5/1/21,930
Product B,Channel 2,5/2/21,456
Product B,Channel 2,5/3/21,4639
Product B,Channel 2,5/4/21,4660
Product B,Channel 2,5/5/21,4815
Product B,Channel 2,5/6/21,4473
Product B,Channel 2,5/7/21,4380
Product B,Channel 2,5/8/21,886
Product B,Channel 2,5/9/21,486
Product B,Channel 2,5/10/21,4835
Product B,Channel 2,5/11/21,4582
Product B,Channel 2,5/12/21,4668
Product B,Channel 2,5/13/21,5072
Product B,Channel 2,5/14/21,4644
Product B,Channel 2,5/15/21,959
Product B,Channel 2,5/16/21,450
Product B,Channel 2,5/17/21,4523
Product B,Channel 2,5/18/21,4309
Product B,Channel 2,5/19/21,4507
Product B,Channel 2,5/20/21,4787
Product B,Channel 2,5/21/21,4200
Product B,Channel 2,5/22/21,962
Product B,Channel 2,5/23/21,458
Product B,Channel 2,5/24/21,4775
Product B,Channel 2,5/25/21,4799
Product B,Channel 2,5/26/21,4542
Product B,Channel 2,5/27/21,4998
Product B,Channel 2,5/28/21,4626
Product B,Channel 2,5/29/21,1010
Product B,Channel 2,5/30/21,453
Product B,Channel 2,5/31/21,4803
Product B,Channel 2,6/1/21,4709
Product B,Channel 2,6/2/21,5283
Product B,Channel 2,6/3/21,5468
Product B,Channel 2,6/4/21,5126
Product B,Channel 2,6/5/21,1054
Product B,Channel 2,6/6/21,505
Product B,Channel 2,6/7/21,5316
Product B,Channel 2,6/8/21,5240
Product B,Channel 2,6/9/21,5306
Product B,Channel 2,6/10/21,5191
Product B,Channel 2,6/11/21,5119
Product B,Channel 2,6/12/21,1082
Product B,Channel 2,6/13/21,513
Product B,Channel 2,6/14/21,5421
Product B,Channel 2,6/15/21,4775
Product B,Channel 2,6/16/21,5024
Product B,Channel 2,6/17/21,5486
Product B,Channel 2,6/18/21,5093
Product B,Channel 2,6/19/21,1129
Product B,Channel 2,6/20/21,518
Product B,Channel 2,6/21/21,5156
Product B,Channel 2,6/22/21,5363
Product B,Channel 2,6/23/21,4850
Product B,Channel 2,6/24/21,5238
Product B,Channel 2,6/25/21,5405
Product B,Channel 2,6/26/21,1069
Product B,Channel 2,6/27/21,528
Product B,Channel 2,6/28/21,5311
Product B,Channel 2,6/29/21,4841
Product B,Channel 2,6/30/21,5349
Product B,Channel 2,7/1/21,5173
Product B,Channel 2,7/2/21,4906
Product B,Channel 2,7/3/21,965
Product B,Channel 2,7/4/21,464
Product B,Channel 2,7/5/21,4720
Product B,Channel 2,7/6/21,4968
Product B,Channel 2,7/7/21,4690
Product B,Channel 2,7/8/21,4874
Product B,Channel 2,7/9/21,4888
Product B,Channel 2,7/10/21,1026
Product B,Channel 2,7/11/21,485
Product B,Channel 2,7/12/21,4713
Product B,Channel 2,7/13/21,5008
Product B,Channel 2,7/14/21,4799
Product B,Channel 2,7/15/21,4952
Product B,Channel 2,7/16/21,5183
